customer_id,payment_id,order_id,amount,currency,payment_method,payment_status,failure_reason,failure_code,failure_source,failure_step,customer_age_days,previous_payment_count,previous_success_count,previous_failure_count,customer_success_rate,average_transaction_amount,customer_lifetime_value,days_since_last_payment,retry_count,previous_recovery_count,subscription_status,subscription_age_days,time_of_day,day_of_week,merchant_category,customer_segment,historical_recovery_rate,previous_intervention,recovery_action,recovery_probability,recovered,recovered_amount
cus_69,pay_69,ord_69,610.0,INR,upi,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1168,7,4,3,0.5714285714285714,767.5569172337699,4710.478640470281,87,2,1,active,797,2,1,retail,regular,0.5166110628362558,HUMAN_ESCALATION,NO_ACTION,0.48393924714346165,0,0.0
cus_70,pay_70,ord_70,700.0,INR,card,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,484,5,3,2,0.6,803.9304452867646,5418.162461389731,74,0,0,none,992,21,3,education,new,0.6003939306714654,CUSTOMER_NOTIFICATION,RETRY,0.7832711462510935,1,700.0
cus_71,pay_71,ord_71,950.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,1482,6,5,1,0.8333333333333334,757.3337920178055,13188.351474452156,28,0,1,none,744,12,4,education,vip,0.8978882359789936,RETRY,RETRY,0.9032373766829543,0,0.0
cus_72,pay_72,ord_72,1900.0,INR,netbanking,failed,network_timeout,network_timeout,customer,payment_authentication,663,13,9,4,0.6923076923076923,2415.2320136963012,29231.387714414737,161,2,1,none,181,22,2,retail,regular,0.7358640451512398,NO_ACTION,REMINDER,0.7662611609638529,1,1900.0
cus_73,pay_73,ord_73,710.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,650,9,7,2,0.7777777777777778,740.3955585087161,12305.125565198106,62,0,0,none,625,6,4,education,regular,0.6119138649239599,RETRY,RETRY,0.8745521806948995,1,710.0
cus_74,pay_74,ord_74,2350.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,271,10,7,3,0.7,1674.1332723050482,32191.30476706826,15,0,0,none,160,12,4,health,regular,0.8178179898522999,CUSTOMER_NOTIFICATION,RETRY,0.8926231813644636,1,2350.0
cus_75,pay_75,ord_75,1260.0,INR,card,failed,upi_error,upi_error,customer,payment_authentication,1485,2,1,1,0.5,1030.340156580068,3734.7238727104054,178,0,0,past_due,654,7,5,health,new,1.0,HUMAN_ESCALATION,RETRY,0.7789701048170289,1,1260.0
cus_76,pay_76,ord_76,3490.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,591,4,3,1,0.75,4111.56367579027,12818.010108162112,22,0,0,active,442,12,1,health,new,0.2756670650617622,HUMAN_ESCALATION,NO_ACTION,0.5116672774330856,0,0.0
cus_77,pay_77,ord_77,1930.0,INR,upi,failed,card_declined,card_declined,customer,payment_authentication,257,3,3,0,1.0,1498.9527614928436,6291.661086720155,168,0,2,active,871,12,6,education,regular,0.38815176062929957,NO_ACTION,NO_ACTION,0.5035702993446299,0,0.0
cus_78,pay_78,ord_78,10430.0,INR,upi,failed,card_declined,card_declined,customer,payment_authentication,1269,6,4,2,0.6666666666666666,12628.430863862846,90660.51963631444,24,1,2,past_due,581,1,6,education,vip,0.19539613791296584,RETRY,NO_ACTION,0.438707755803868,0,0.0
cus_79,pay_79,ord_79,2040.0,INR,netbanking,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,1437,5,2,3,0.4,2390.4619055882713,14935.736792814476,74,2,1,active,58,15,3,health,regular,0.25104386109352916,REMINDER,NO_ACTION,0.4093370139781142,0,0.0
cus_80,pay_80,ord_80,530.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,321,5,5,0,1.0,382.21161880899524,4815.358234195607,93,0,0,active,870,5,3,retail,new,0.3340768285827592,REMINDER,RETRY,0.5179129377394261,0,0.0
cus_81,pay_81,ord_81,1460.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,884,7,3,4,0.42857142857142855,1311.9961686142092,9120.730881838599,40,0,0,active,570,4,2,saas,regular,0.5606163969967788,NO_ACTION,RETRY,0.6790638596615404,0,0.0
cus_82,pay_82,ord_82,1850.0,INR,netbanking,failed,card_declined,card_declined,customer,payment_authentication,1357,5,1,4,0.2,1857.6340732714348,11867.15447596304,103,1,0,active,888,23,5,saas,regular,0.45391985579287475,NO_ACTION,NO_ACTION,0.28232264944336677,0,0.0
cus_83,pay_83,ord_83,730.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,994,4,3,1,0.75,544.29878764084,2666.1472051126016,103,2,1,past_due,60,16,3,retail,regular,0.8244648194212852,NO_ACTION,REMINDER,0.7338694883535927,0,0.0
cus_84,pay_84,ord_84,8240.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,655,12,9,3,0.75,8633.612575203817,196402.98327928918,155,0,0,none,237,2,4,saas,new,0.8196485845208744,HUMAN_ESCALATION,RETRY,0.8455551733704957,1,8240.0
cus_85,pay_85,ord_85,1330.0,INR,card,failed,insufficient_funds,insufficient_funds,customer,payment_authentication,860,9,9,0,1.0,1713.2480205197878,16183.540118865481,76,0,0,active,110,2,6,health,regular,0.8294179851024263,RETRY,REMINDER,0.6620347628780447,1,1330.0
cus_86,pay_86,ord_86,950.0,INR,upi,failed,temporary_bank_failure,temporary_bank_failure,customer,payment_authentication,153,7,7,0,1.0,1007.0800797195434,11092.743723324456,157,0,1,none,296,1,4,saas,regular,0.8768207467982818,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.9244272662021629,0,0.0
cus_87,pay_87,ord_87,2170.0,INR,upi,failed,expired_card,expired_card,customer,payment_authentication,1474,12,9,3,0.75,2161.818805362034,45805.273598217325,135,0,0,none,475,13,3,saas,regular,0.5631704733305608,RETRY,ALTERNATIVE_PAYMENT_METHOD,0.6587073628192511,1,2170.0
cus_88,pay_88,ord_88,730.0,INR,card,failed,expired_card,expired_card,customer,payment_authentication,770,8,5,3,0.625,890.6798029010629,6887.725099021716,145,1,1,none,654,16,1,retail,new,0.36391640088755445,RETRY,ALTERNATIVE_PAYMENT_METHOD,0.40721843319597617,0,0.0
cus_89,pay_89,ord_89,4750.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,67,7,3,4,0.42857142857142855,6072.312843499093,33266.47887521391,113,0,1,none,391,16,0,retail,vip,0.5011331827135382,ALTERNATIVE_PAYMENT_METHOD,RETRY,0.6594873256313875,0,0.0
cus_90,pay_90,ord_90,3890.0,INR,card,failed,network_timeout,network_timeout,customer,payment_authentication,507,9,8,1,0.8888888888888888,4826.376353274614,56574.313644179536,32,1,1,active,479,0,5,education,regular,0.6331838628510662,HUMAN_ESCALATION,RETRY,0.8217945822180348,1,3890.0
cus_91,pay_91,ord_91,2060.0,INR,upi,failed,upi_error,upi_error,customer,payment_authentication,616,6,4,2,0.6666666666666666,1487.6771806765576,27028.347661290863,118,0,1,past_due,733,7,3,health,regular,0.8133256654719315,HUMAN_ESCALATION,RETRY,0.7473475240065302,1,2060.0
cus_92,pay_92,ord_92,3270.0,INR,upi,failed,network_timeout,network_timeout,customer,payment_authentication,1491,8,6,2,0.75,2484.4693616924005,54750.204274223404,128,0,0,active,413,4,0,education,regular,0.8249383518604891,CUSTOMER_NOTIFICATION,RETRY,0.7917725855826331,1,3270.0
